Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 09:30:00-05:00,89.58499908447266,91.0500030517578,88.61000061035156,88.98999786376953,8213969,0.0,0.0
2023-01-03 10:30:00-05:00,88.97000122070312,89.58000183105469,88.70999908447266,89.16999816894531,2946041,0.0,0.0
2023-01-03 11:30:00-05:00,89.18000030517578,89.18000030517578,88.58000183105469,88.70850372314453,2352269,0.0,0.0
2023-01-03 12:30:00-05:00,88.72000122070312,88.9800033569336,88.5199966430664,88.87999725341797,1759223,0.0,0.0
2023-01-03 13:30:00-05:00,88.875,89.37000274658203,88.8499984741211,89.27999877929688,1762414,0.0,0.0
2023-01-03 14:30:00-05:00,89.30000305175781,89.7300033569336,88.91000366210938,89.52999877929688,2402424,0.0,0.0
2023-01-03 15:30:00-05:00,89.54000091552734,89.69999694824219,88.91999816894531,89.12999725341797,3153060,0.0,0.0
2023-01-04 09:30:00-05:00,90.3499984741211,90.6500015258789,87.27100372314453,87.58499908447266,8093679,0.0,0.0
2023-01-04 10:30:00-05:00,87.58000183105469,88.37000274658203,87.29000091552734,88.37000274658203,3819108,0.0,0.0
2023-01-04 11:30:00-05:00,88.37000274658203,88.88999938964844,88.37000274658203,88.66000366210938,3024405,0.0,0.0
2023-01-04 12:30:00-05:00,88.66999816894531,88.97000122070312,87.98999786376953,88.48999786376953,2283524,0.0,0.0
2023-01-04 13:30:00-05:00,88.48999786376953,88.73999786376953,87.43000030517578,87.63500213623047,3203355,0.0,0.0
2023-01-04 14:30:00-05:00,87.62999725341797,88.30999755859375,87.48999786376953,87.70999908447266,3573690,0.0,0.0
2023-01-04 15:30:00-05:00,87.69999694824219,88.19999694824219,87.30999755859375,88.08000183105469,4361031,0.0,0.0
2023-01-05 09:30:00-05:00,87.47000122070312,87.56999969482422,86.55000305175781,86.81999969482422,6051382,0.0,0.0
2023-01-05 10:30:00-05:00,86.81999969482422,86.86000061035156,86.20999908447266,86.33499908447266,3347559,0.0,0.0
2023-01-05 11:30:00-05:00,86.33000183105469,86.87999725341797,86.12999725341797,86.52999877929688,2525873,0.0,0.0
2023-01-05 12:30:00-05:00,86.53500366210938,86.98999786376953,86.05999755859375,86.76349639892578,2413916,0.0,0.0
2023-01-05 13:30:00-05:00,86.7699966430664,86.8949966430664,86.44000244140625,86.53600311279297,1939237,0.0,0.0
2023-01-05 14:30:00-05:00,86.54000091552734,87.00849914550781,86.16000366210938,86.27999877929688,2423183,0.0,0.0
2023-01-05 15:30:00-05:00,86.29000091552734,86.43000030517578,85.9000015258789,86.19000244140625,3422105,0.0,0.0
2023-01-06 09:30:00-05:00,86.79000091552734,86.87000274658203,84.86000061035156,85.7699966430664,9233574,0.0,0.0
2023-01-06 10:30:00-05:00,85.7699966430664,86.83999633789062,85.66999816894531,86.2699966430664,5774677,0.0,0.0
2023-01-06 11:30:00-05:00,86.2699966430664,86.5999984741211,85.9800033569336,86.1050033569336,4565597,0.0,0.0
2023-01-06 12:30:00-05:00,86.11000061035156,86.2261962890625,85.58000183105469,86.19000244140625,3707521,0.0,0.0
2023-01-06 13:30:00-05:00,86.19000244140625,86.8499984741211,86.12999725341797,86.62999725341797,4238773,0.0,0.0
2023-01-06 14:30:00-05:00,86.62999725341797,87.37999725341797,86.56999969482422,87.30000305175781,3671290,0.0,0.0
2023-01-06 15:30:00-05:00,87.30000305175781,87.69000244140625,87.13999938964844,87.33000183105469,4607362,0.0,0.0
2023-01-09 09:30:00-05:00,88.36000061035156,89.45999908447266,88.11000061035156,89.11000061035156,6319756,0.0,0.0
2023-01-09 10:30:00-05:00,89.11000061035156,89.9000015258789,89.04000091552734,89.80999755859375,4409652,0.0,0.0
2023-01-09 11:30:00-05:00,89.80999755859375,89.9000015258789,89.5999984741211,89.89800262451172,3137772,0.0,0.0
2023-01-09 12:30:00-05:00,89.88999938964844,90.05000305175781,89.55000305175781,89.94000244140625,2464135,0.0,0.0
2023-01-09 13:30:00-05:00,89.94999694824219,89.95500183105469,88.95999908447266,89.01200103759766,2662172,0.0,0.0
2023-01-09 14:30:00-05:00,89.0199966430664,89.05000305175781,88.18000030517578,88.26349639892578,2722617,0.0,0.0
2023-01-09 15:30:00-05:00,88.26499938964844,88.31500244140625,87.86000061035156,88.05000305175781,3525768,0.0,0.0
2023-01-10 09:30:00-05:00,85.9800033569336,88.66999816894531,85.83000183105469,87.7936019897461,10153148,0.0,0.0
2023-01-10 10:30:00-05:00,87.79000091552734,88.4800033569336,86.91000366210938,88.05000305175781,4384305,0.0,0.0
2023-01-10 11:30:00-05:00,88.04000091552734,88.2699966430664,87.63999938964844,88.125,1951629,0.0,0.0
2023-01-10 12:30:00-05:00,88.12000274658203,88.53500366210938,88.09500122070312,88.30000305175781,1577857,0.0,0.0
2023-01-10 13:30:00-05:00,88.30000305175781,88.41999816894531,88.03350067138672,88.2750015258789,1513924,0.0,0.0
2023-01-10 14:30:00-05:00,88.2750015258789,88.37000274658203,87.86689758300781,88.11000061035156,2017378,0.0,0.0
2023-01-10 15:30:00-05:00,88.11499786376953,88.44999694824219,88.08000183105469,88.44999694824219,2333378,0.0,0.0
2023-01-11 09:30:00-05:00,89.18000030517578,90.38999938964844,89.01000213623047,90.37460327148438,6696502,0.0,0.0
2023-01-11 10:30:00-05:00,90.375,90.43499755859376,89.51000213623047,90.3949966430664,2780013,0.0,0.0
2023-01-11 11:30:00-05:00,90.38999938964844,90.76000213623048,90.29000091552734,90.71499633789062,2396426,0.0,0.0
2023-01-11 12:30:00-05:00,90.72000122070312,91.0199966430664,90.42379760742188,90.75,2420576,0.0,0.0
2023-01-11 13:30:00-05:00,90.76000213623048,90.96499633789062,90.5199966430664,90.70989990234376,1592277,0.0,0.0
2023-01-11 14:30:00-05:00,90.70999908447266,91.2300033569336,90.63500213623048,91.11000061035156,2587041,0.0,0.0
2023-01-11 15:30:00-05:00,91.11000061035156,91.5999984741211,91.05999755859376,91.51000213623048,4051470,0.0,0.0
2023-01-12 09:30:00-05:00,91.4800033569336,91.87000274658205,89.75,91.51000213623048,7320764,0.0,0.0
2023-01-12 10:30:00-05:00,91.51000213623048,91.8000030517578,90.51000213623048,91.0199966430664,4097177,0.0,0.0
2023-01-12 11:30:00-05:00,91.02999877929688,91.51499938964844,90.7300033569336,91.46499633789062,3337564,0.0,0.0
2023-01-12 12:30:00-05:00,91.46499633789062,91.56999969482422,90.79499816894533,90.9000015258789,2846530,0.0,0.0
2023-01-12 13:30:00-05:00,90.9250030517578,91.7300033569336,90.62000274658205,91.3499984741211,2784960,0.0,0.0
2023-01-12 14:30:00-05:00,91.36000061035156,91.56500244140624,91.0199966430664,91.16000366210938,2158271,0.0,0.0
2023-01-12 15:30:00-05:00,91.16999816894533,91.26499938964844,90.73999786376952,91.12999725341795,2926662,0.0,0.0
2023-01-13 09:30:00-05:00,90.8499984741211,91.12999725341795,90.25,90.95500183105467,4569350,0.0,0.0
2023-01-13 10:30:00-05:00,90.95149993896484,91.02999877929688,90.12989807128906,90.58000183105467,2619530,0.0,0.0
2023-01-13 11:30:00-05:00,90.58999633789062,91.06500244140624,90.45999908447266,91.05500030517578,1795895,0.0,0.0
2023-01-13 12:30:00-05:00,91.05500030517578,91.31629943847656,90.94499969482422,91.2249984741211,2203711,0.0,0.0
2023-01-13 13:30:00-05:00,91.22000122070312,91.66000366210938,91.16000366210938,91.55500030517578,2361249,0.0,0.0
2023-01-13 14:30:00-05:00,91.55999755859376,91.95989990234376,91.47000122070312,91.95800018310548,2953652,0.0,0.0
2023-01-13 15:30:00-05:00,91.9530029296875,92.19000244140624,91.83000183105467,92.08000183105467,3813132,0.0,0.0
2023-01-17 09:30:00-05:00,92.05999755859376,92.25,90.05000305175781,91.11299896240234,7452281,0.0,0.0
2023-01-17 10:30:00-05:00,91.11000061035156,91.4000015258789,90.52999877929688,90.73500061035156,4075818,0.0,0.0
2023-01-17 11:30:00-05:00,90.73999786376952,91.16999816894533,90.67009735107422,90.80999755859376,2422482,0.0,0.0
2023-01-17 12:30:00-05:00,90.81999969482422,91.22000122070312,90.79000091552734,91.12000274658205,1821001,0.0,0.0
2023-01-17 13:30:00-05:00,91.12999725341795,91.48999786376952,91.0500030517578,91.31099700927734,2424242,0.0,0.0
2023-01-17 14:30:00-05:00,91.31500244140624,91.63999938964844,91.29000091552734,91.5500030517578,2898491,0.0,0.0
2023-01-17 15:30:00-05:00,91.55500030517578,91.61000061035156,91.23999786376952,91.30999755859376,3977790,0.0,0.0
2023-01-18 09:30:00-05:00,92.13999938964844,92.79989624023438,91.56999969482422,92.62999725341795,6119175,0.0,0.0
2023-01-18 10:30:00-05:00,92.62999725341795,92.66000366210938,90.91999816894533,91.19000244140624,4614464,0.0,0.0
2023-01-18 11:30:00-05:00,91.18499755859376,91.4000015258789,90.76499938964844,91.12000274658205,2429003,0.0,0.0
2023-01-18 12:30:00-05:00,91.125,91.22000122070312,90.63999938964844,90.93900299072266,2303255,0.0,0.0
2023-01-18 13:30:00-05:00,90.93090057373048,91.54499816894533,90.86000061035156,91.52999877929688,2251290,0.0,0.0
2023-01-18 14:30:00-05:00,91.52999877929688,91.6999969482422,91.29499816894533,91.5,3208453,0.0,0.0
2023-01-18 15:30:00-05:00,91.5,91.51000213623048,91.0,91.12000274658205,3406774,0.0,0.0
2023-01-19 09:30:00-05:00,90.72000122070312,92.1999969482422,90.62999725341795,92.08999633789062,6373477,0.0,0.0
2023-01-19 10:30:00-05:00,92.09100341796876,92.98999786376952,91.93499755859376,92.41000366210938,7434996,0.0,0.0
2023-01-19 11:30:00-05:00,92.40499877929688,92.9000015258789,92.11499786376952,92.8499984741211,3402836,0.0,0.0
2023-01-19 12:30:00-05:00,92.84709930419922,93.1999969482422,92.7249984741211,92.93000030517578,3825504,0.0,0.0
2023-01-19 13:30:00-05:00,92.9384994506836,93.3249969482422,92.63999938964844,93.12000274658205,2866449,0.0,0.0
2023-01-19 14:30:00-05:00,93.12000274658205,93.6050033569336,92.9749984741211,93.3000030517578,4605107,0.0,0.0
2023-01-19 15:30:00-05:00,93.3000030517578,93.43000030517578,92.94000244140624,93.08999633789062,4321653,0.0,0.0
2023-01-20 09:30:00-05:00,95.0999984741211,98.08000183105467,95.0199966430664,97.5500030517578,24346247,0.0,0.0
2023-01-20 10:30:00-05:00,97.5500030517578,97.80999755859376,96.22000122070312,97.3499984741211,8686514,0.0,0.0
2023-01-20 11:30:00-05:00,97.3499984741211,97.41500091552734,96.70999908447266,97.0199966430664,4621024,0.0,0.0
2023-01-20 12:30:00-05:00,97.01010131835938,97.1050033569336,96.48999786376952,96.73500061035156,3534051,0.0,0.0
2023-01-20 13:30:00-05:00,96.73999786376952,97.56999969482422,96.70500183105467,97.41999816894533,3873251,0.0,0.0
2023-01-20 14:30:00-05:00,97.41000366210938,98.3000030517578,97.41000366210938,97.81999969482422,5571529,0.0,0.0
2023-01-20 15:30:00-05:00,97.81999969482422,98.16999816894533,97.70500183105467,97.9800033569336,6350894,0.0,0.0
2023-01-23 09:30:00-05:00,97.9499969482422,99.1999969482422,97.5,99.05999755859376,8185736,0.0,0.0
2023-01-23 10:30:00-05:00,99.05500030517578,99.91999816894533,98.91999816894533,99.63500213623048,5131072,0.0,0.0
2023-01-23 11:30:00-05:00,99.63999938964844,99.98999786376952,99.5199966430664,99.9531021118164,6348344,0.0,0.0
2023-01-23 12:30:00-05:00,99.95500183105467,99.95500183105467,99.66000366210938,99.9499969482422,3250037,0.0,0.0
2023-01-23 13:30:00-05:00,99.94000244140624,100.04000091552734,99.13999938964844,99.2300033569336,4018542,0.0,0.0
2023-01-23 14:30:00-05:00,99.23999786376952,99.33000183105467,98.5999984741211,99.21949768066406,4020164,0.0,0.0
