Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 00:00:00+01:00,184.1999969482422,186.60000610351562,181.0800018310547,182.22000122070312,376060,0.0,0.0
2024-01-03 00:00:00+01:00,181.0,182.4600067138672,178.0399932861328,179.16000366210938,399469,0.0,0.0
2024-01-04 00:00:00+01:00,174.66000366210938,174.9600067138672,170.5399932861328,173.75999450683594,866859,0.0,0.0
2024-01-05 00:00:00+01:00,173.0800018310547,174.39999389648438,169.67999267578125,173.47999572753906,514414,0.0,0.0
2024-01-08 00:00:00+01:00,172.83999633789062,176.8000030517578,171.17999267578125,176.74000549316406,498428,0.0,0.0
2024-01-09 00:00:00+01:00,177.25999450683594,178.94000244140625,176.05999755859375,178.10000610351562,428916,0.0,0.0
2024-01-10 00:00:00+01:00,178.63999938964844,180.0800018310547,177.75999450683594,179.3800048828125,429634,0.0,0.0
2024-01-11 00:00:00+01:00,181.0,181.86000061035156,177.1199951171875,177.63999938964844,397507,0.0,0.0
2024-01-12 00:00:00+01:00,178.33999633789062,180.4600067138672,177.24000549316406,177.5399932861328,307702,0.0,0.0
2024-01-15 00:00:00+01:00,177.22000122070312,177.9600067138672,174.5399932861328,175.67999267578125,228934,0.0,0.0
2024-01-16 00:00:00+01:00,173.25999450683594,173.55999755859375,170.74000549316406,172.0,407779,0.0,0.0
2024-01-17 00:00:00+01:00,168.5,169.67999267578125,164.1199951171875,165.52000427246094,642715,0.0,0.0
2024-01-18 00:00:00+01:00,167.0,167.5,163.13999938964844,164.9600067138672,595995,0.0,0.0
2024-01-19 00:00:00+01:00,166.8000030517578,167.0,164.24000549316406,164.67999267578125,551303,0.0,0.0
2024-01-22 00:00:00+01:00,166.27999877929688,167.47999572753906,165.63999938964844,166.63999938964844,615247,0.0,0.0
2024-01-23 00:00:00+01:00,168.3000030517578,169.0800018310547,166.05999755859375,167.27999877929688,380020,0.0,0.0
2024-01-24 00:00:00+01:00,171.4199981689453,171.55999755859375,160.1999969482422,166.13999938964844,1040530,0.0,0.0
2024-01-25 00:00:00+01:00,165.52000427246094,177.5,163.3800048828125,175.67999267578125,1175573,0.0,0.0
2024-01-26 00:00:00+01:00,175.60000610351562,178.0399932861328,173.3000030517578,177.86000061035156,728588,0.0,0.0
2024-01-29 00:00:00+01:00,176.33999633789062,178.17999267578125,175.27999877929688,178.0,319750,0.0,0.0
2024-01-30 00:00:00+01:00,178.86000061035156,179.77999877929688,176.9600067138672,179.6199951171875,331397,0.0,0.0
2024-01-31 00:00:00+01:00,178.72000122070312,179.1999969482422,175.82000732421875,176.1199951171875,560287,0.0,0.0
2024-02-01 00:00:00+01:00,163.6199951171875,175.1199951171875,160.1999969482422,172.4600067138672,2042786,0.0,0.0
2024-02-02 00:00:00+01:00,170.77999877929688,177.89999389648438,170.77999877929688,175.02000427246094,672132,0.0,0.0
2024-02-05 00:00:00+01:00,176.24000549316406,180.39999389648438,175.25999450683594,175.72000122070312,557583,0.0,0.0
2024-02-06 00:00:00+01:00,177.17999267578125,178.47999572753906,172.0800018310547,176.1999969482422,584819,0.0,0.0
2024-02-07 00:00:00+01:00,175.6999969482422,177.83999633789062,175.22000122070312,175.4199981689453,303217,0.0,0.0
2024-02-08 00:00:00+01:00,176.13999938964844,176.13999938964844,171.27999877929688,172.39999389648438,569284,0.0,0.0
2024-02-09 00:00:00+01:00,173.8000030517578,175.13999938964844,171.74000549316406,171.74000549316406,460724,0.0,0.0
2024-02-12 00:00:00+01:00,172.5,174.25999450683594,170.8000030517578,174.24000549316406,342609,0.0,0.0
2024-02-13 00:00:00+01:00,173.66000366210938,174.6199951171875,169.63999938964844,170.60000610351562,415340,0.0,0.0
2024-02-14 00:00:00+01:00,169.6999969482422,176.0,169.02000427246094,174.86000061035156,500861,0.0,0.0
2024-02-15 00:00:00+01:00,176.0,178.0,173.13999938964844,174.1199951171875,335771,0.0,0.0
2024-02-16 00:00:00+01:00,174.67999267578125,178.6999969482422,174.67999267578125,176.24000549316406,435283,0.0,0.0
2024-02-19 00:00:00+01:00,175.44000244140625,180.83999633789062,175.32000732421875,179.72000122070312,270803,0.0,0.0
