Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-02 09:00:00+01:00,128.33999633789062,128.5,126.86000061035156,128.17999267578125,0,0.0,0.0
2023-01-02 10:00:00+01:00,128.24000549316406,128.66000366210938,127.0999984741211,127.13999938964844,29503,0.0,0.0
2023-01-02 11:00:00+01:00,127.18000030517578,127.76000213623048,127.0199966430664,127.4000015258789,12199,0.0,0.0
2023-01-02 12:00:00+01:00,127.41999816894533,127.66000366210938,127.18000030517578,127.22000122070312,11470,0.0,0.0
2023-01-02 13:00:00+01:00,127.0999984741211,127.66000366210938,127.0199966430664,127.0999984741211,25585,0.0,0.0
2023-01-02 14:00:00+01:00,127.04000091552734,127.22000122070312,126.44000244140624,126.54000091552734,18248,0.0,0.0
2023-01-02 15:00:00+01:00,126.55999755859376,126.91999816894533,126.1999969482422,126.76000213623048,15212,0.0,0.0
2023-01-02 16:00:00+01:00,126.77999877929688,127.45999908447266,126.54000091552734,127.41999816894533,23454,0.0,0.0
2023-01-02 17:00:00+01:00,127.36000061035156,128.22000122070312,127.27999877929688,128.13999938964844,14210,0.0,0.0
2023-01-03 09:00:00+01:00,129.74000549316406,131.5800018310547,129.02000427246094,131.52000427246094,0,0.0,0.0
2023-01-03 10:00:00+01:00,131.52000427246094,132.52000427246094,131.39999389648438,132.16000366210938,37539,0.0,0.0
2023-01-03 11:00:00+01:00,132.16000366210938,132.33999633789062,130.8000030517578,130.8000030517578,25028,0.0,0.0
2023-01-03 12:00:00+01:00,130.6999969482422,131.77999877929688,130.66000366210938,130.75999450683594,25063,0.0,0.0
2023-01-03 13:00:00+01:00,130.67999267578125,131.66000366210938,130.52000427246094,131.6199951171875,24849,0.0,0.0
2023-01-03 14:00:00+01:00,131.6199951171875,132.16000366210938,130.97999572753906,132.10000610351562,9234,0.0,0.0
2023-01-03 15:00:00+01:00,132.02000427246094,133.36000061035156,131.9600067138672,132.10000610351562,36730,0.0,0.0
2023-01-03 16:00:00+01:00,132.13999938964844,132.6999969482422,131.3000030517578,132.6999969482422,25953,0.0,0.0
2023-01-03 17:00:00+01:00,132.67999267578125,132.75999450683594,132.02000427246094,132.1199951171875,17977,0.0,0.0
2023-01-04 09:00:00+01:00,132.1999969482422,135.25999450683594,132.1999969482422,134.47999572753906,0,0.0,0.0
2023-01-04 10:00:00+01:00,134.44000244140625,134.75999450683594,133.9600067138672,134.72000122070312,42343,0.0,0.0
2023-01-04 11:00:00+01:00,134.75999450683594,135.3800048828125,134.22000122070312,134.3800048828125,49004,0.0,0.0
2023-01-04 12:00:00+01:00,134.4199981689453,135.0,134.32000732421875,134.36000061035156,31599,0.0,0.0
2023-01-04 13:00:00+01:00,134.4600067138672,135.4199981689453,134.39999389648438,135.1999969482422,50487,0.0,0.0
2023-01-04 14:00:00+01:00,135.1999969482422,136.89999389648438,135.17999267578125,136.47999572753906,39918,0.0,0.0
