Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 09:00:00+01:00,184.1999969482422,186.5,184.1999969482422,186.4600067138672,0,0.0,0.0
2024-01-02 10:00:00+01:00,186.5399932861328,186.60000610351562,184.94000244140625,185.6999969482422,18472,0.0,0.0
2024-01-02 11:00:00+01:00,185.67999267578125,185.74000549316406,185.05999755859375,185.55999755859375,12804,0.0,0.0
2024-01-02 12:00:00+01:00,185.5399932861328,185.5800018310547,183.82000732421875,184.16000366210938,26990,0.0,0.0
2024-01-02 13:00:00+01:00,184.0,184.16000366210938,182.02000427246094,182.1199951171875,16512,0.0,0.0
2024-01-02 14:00:00+01:00,182.05999755859375,182.3800048828125,181.5399932861328,181.8000030517578,18982,0.0,0.0
2024-01-02 15:00:00+01:00,181.8000030517578,182.36000061035156,181.0800018310547,181.33999633789062,43704,0.0,0.0
2024-01-02 16:00:00+01:00,181.33999633789062,182.13999938964844,181.0800018310547,181.83999633789062,33984,0.0,0.0
2024-01-02 17:00:00+01:00,181.8800048828125,182.3800048828125,181.82000732421875,182.05999755859375,20405,0.0,0.0
2024-01-03 09:00:00+01:00,181.0,182.4600067138672,179.6199951171875,180.77999877929688,0,0.0,0.0
2024-01-03 10:00:00+01:00,180.74000549316406,180.74000549316406,179.44000244140625,179.72000122070312,32122,0.0,0.0
2024-01-03 11:00:00+01:00,179.72000122070312,179.74000549316406,178.0399932861328,178.9600067138672,42421,0.0,0.0
2024-01-03 12:00:00+01:00,178.82000732421875,179.44000244140625,178.4600067138672,179.3800048828125,27704,0.0,0.0
2024-01-03 13:00:00+01:00,179.22000122070312,179.3000030517578,178.10000610351562,178.89999389648438,12969,0.0,0.0
2024-01-03 14:00:00+01:00,178.83999633789062,180.3000030517578,178.67999267578125,180.17999267578125,9660,0.0,0.0
2024-01-03 15:00:00+01:00,180.1999969482422,180.24000549316406,178.4199981689453,178.66000366210938,27128,0.0,0.0
2024-01-03 16:00:00+01:00,178.63999938964844,179.27999877929688,178.55999755859375,179.1999969482422,23744,0.0,0.0
2024-01-03 17:00:00+01:00,179.16000366210938,179.33999633789062,178.75999450683594,178.9600067138672,14611,0.0,0.0
2024-01-04 09:00:00+01:00,174.66000366210938,174.9600067138672,172.66000366210938,173.8800048828125,0,0.0,0.0
2024-01-04 10:00:00+01:00,173.86000061035156,173.8800048828125,171.4600067138672,171.8000030517578,103752,0.0,0.0
